CV_Mean_MSE,CV_Std_MSE,CV_Mean_pcc,CV_Std_pcc,CV_Mean_fre,CV_Std_fre
0.30618596,0.040326625,0.82630646,0.05188696,0.6535813702708658,0.05313648755968169
