CV_Mean_MSE,CV_Std_MSE,CV_Mean_pcc,CV_Std_pcc,CV_Mean_fre,CV_Std_fre
0.18302797,0.02537726,0.8448221,0.04790817,0.5544628370553254,0.03317321977705919
